season,lg,team,abbreviation,playoffs,g,mp_per_game,opp_fg_per_game,opp_fga_per_game,opp_fg_percent,opp_x3p_per_game,opp_x3pa_per_game,opp_x3p_percent,opp_x2p_per_game,opp_x2pa_per_game,opp_x2p_percent,opp_ft_per_game,opp_fta_per_game,opp_ft_percent,opp_orb_per_game,opp_drb_per_game,opp_trb_per_game,opp_ast_per_game,opp_stl_per_game,opp_blk_per_game,opp_tov_per_game,opp_pf_per_game,opp_pts_per_game
2025,NBA,Minnesota Timberwolves,MIN,TRUE,82,241.8,40.5,88,0.46,12.7,36,0.353,27.8,52,0.534,15.7,20.4,0.767,11,31.8,42.9,24.8,8.4,4.5,14.7,19.2,109.3
2025,NBA,New Orleans Pelicans,NOP,FALSE,82,240.9,43.7,90.5,0.483,14.6,40.1,0.365,29.1,50.4,0.578,17.2,21.9,0.786,11.9,33.9,45.7,28.6,9,5.2,14,17.9,119.3
2025,NBA,New York Knicks,NYK,TRUE,82,242.4,41.6,87.7,0.474,13.1,35.7,0.367,28.5,52,0.548,15.4,19.5,0.789,10.9,31,41.8,25.2,7,5,14.5,19,111.7
2025,NBA,Oklahoma City Thunder,OKC,TRUE,82,240.3,37.9,87,0.436,13.5,39.3,0.342,24.5,47.6,0.513,18.3,23.7,0.774,11.6,33.3,44.9,24.6,6.7,4.8,17,18.1,107.6
2025,NBA,Orlando Magic,ORL,TRUE,82,240.6,38.1,81.5,0.468,11.4,31.4,0.365,26.7,50.1,0.532,17.9,23.4,0.766,9.2,33,42.1,22.8,7.7,4.4,16.2,20.3,105.5
2025,NBA,Philadelphia 76ers,PHI,FALSE,82,241.5,42.4,86.8,0.488,14.2,37.6,0.378,28.1,49.2,0.572,16.9,21.2,0.794,11.5,34,45.5,28.3,7.4,5.1,16,18.7,115.8
2025,NBA,Phoenix Suns,PHO,FALSE,82,241.8,42.6,90.1,0.473,14.2,38.4,0.37,28.4,51.7,0.549,17.2,21.8,0.79,11.5,32.7,44.2,27.3,8.5,4,12.2,18.4,116.6
2025,NBA,Portland Trail Blazers,POR,FALSE,82,241.2,41.6,88.3,0.471,12.7,35.2,0.361,28.9,53.1,0.544,18,22.5,0.799,11.9,32.3,44.2,26.2,9.5,5.5,15.5,19.3,113.9
2025,NBA,Sacramento Kings,SAC,TRUE,82,242.4,41.6,87.8,0.474,14.5,38.2,0.381,27,49.6,0.545,17.6,22.4,0.783,10,32.4,42.3,27,7.9,4.3,13.9,18.5,115.3
2025,NBA,San Antonio Spurs,SAS,FALSE,82,240.6,43.8,92.5,0.474,14.4,39.3,0.365,29.5,53.2,0.554,14.6,18.5,0.79,12.1,34.1,46.2,28,8.1,4.3,13.7,17.4,116.7
2025,NBA,Toronto Raptors,TOR,FALSE,82,241.5,41.2,88.3,0.466,13.2,37.7,0.349,28,50.6,0.554,19.6,25.2,0.778,11.5,33.5,45,25.9,9.2,5.9,15.1,18.1,115.2
2025,NBA,Utah Jazz,UTA,FALSE,82,241.5,44.6,93,0.48,14.9,41.5,0.358,29.7,51.5,0.577,17.2,22.6,0.763,11.7,32.6,44.2,29.6,9.8,6.4,11.8,19.3,121.2
2025,NBA,Washington Wizards,WAS,FALSE,82,240.6,43.7,92.8,0.471,14.3,39.2,0.364,29.4,53.6,0.549,18.8,23.7,0.793,12.9,36,48.9,28.5,9.1,5.2,13.3,18.2,120.4
2025,NBA,League Average,NA,FALSE,82,241.3,41.7,89.2,0.467,13.5,37.6,0.36,28.2,51.7,0.545,16.9,21.7,0.78,11.1,33,44.1,26.5,8.2,4.9,14.3,18.6,113.8
2024,NBA,Atlanta Hawks,ATL,FALSE,82,242.1,44.6,90.2,0.495,14,36.4,0.384,30.6,53.7,0.57,17.3,21.8,0.792,10.6,33.6,44.2,28.2,7.8,5.6,14.1,19.4,120.5
2024,NBA,Boston Celtics,BOS,TRUE,82,241.8,41.5,91.6,0.453,12.9,36.7,0.352,28.6,55,0.52,13.3,17.3,0.768,11.1,32.3,43.3,24.9,6.2,3.7,12,17.3,109.2
2024,NBA,Brooklyn Nets,BRK,FALSE,82,241.5,41.6,88.5,0.47,13,34.9,0.372,28.6,53.5,0.534,17.1,21.2,0.807,10.3,34,44.3,25.5,6.9,5,12.6,18.2,113.3
2024,NBA,Chicago Bulls,CHI,FALSE,82,243.7,41.1,87,0.473,14.6,39.5,0.37,26.5,47.5,0.558,16.9,21.8,0.776,10.1,33.3,43.4,27.9,6.8,4.9,14,18.8,113.7
2024,NBA,Charlotte Hornets,CHO,FALSE,82,240.6,43.4,87.7,0.494,13.6,36.2,0.377,29.7,51.5,0.577,16.5,20.7,0.796,10.6,34.8,45.4,28.7,7.1,4.8,13.6,17.5,116.8
2024,NBA,Cleveland Cavaliers,CLE,TRUE,82,241.5,40.5,87.5,0.463,12.5,33.8,0.371,28,53.7,0.521,16.6,21,0.791,10,32.6,42.7,25.3,7.7,5,13.6,18.7,110.2
2024,NBA,Dallas Mavericks,DAL,TRUE,82,240.3,43,90.4,0.475,13.1,35.6,0.368,29.8,54.8,0.545,16.6,21.6,0.77,10.9,34.1,45.1,27.5,7.4,4,13.7,20.3,115.6
2024,NBA,Denver Nuggets,DEN,TRUE,82,240.3,40.6,87.9,0.462,11.2,31.5,0.355,29.4,56.4,0.522,17.1,22.2,0.772,10.9,31.4,42.3,25.7,7,4.8,12.4,17.9,109.6
2024,NBA,Detroit Pistons,DET,FALSE,82,240.9,43.6,89,0.49,12.1,32.7,0.37,31.5,56.3,0.56,19.6,24.5,0.8,9.6,33.5,43.1,27,8.9,6,12.4,17.8,119
2024,NBA,Golden State Warriors,GSW,FALSE,82,241.8,42.1,90.4,0.466,13.3,37,0.359,28.8,53.5,0.539,17.7,22.4,0.788,10.9,32,42.9,26.7,7.7,5,13,17.9,115.2
2024,NBA,Houston Rockets,HOU,FALSE,82,242.1,40.8,88.1,0.463,12.3,35.4,0.348,28.4,52.7,0.54,19.3,25.2,0.767,10.7,34.2,44.9,24.4,7.3,5.9,13.8,19.6,113.2
2024,NBA,Indiana Pacers,IND,TRUE,82,240.3,44.5,89.8,0.496,10.7,29.3,0.365,33.9,60.5,0.56,20.5,26,0.787,11,32.4,43.4,24.6,6.6,5.4,13.9,18.3,120.2
2024,NBA,Los Angeles Clippers,LAC,TRUE,82,240.3,41.6,88.9,0.468,12.9,35.4,0.363,28.8,53.5,0.538,16.2,21,0.775,11.1,31.1,42.2,26.4,7.3,4.7,13,18.7,112.3
2024,NBA,Los Angeles Lakers,LAL,TRUE,82,242.1,44.4,93.7,0.474,14.3,37.9,0.376,30.2,55.8,0.54,14.3,18,0.795,10.9,33.2,44,28.2,8.2,4.8,13.4,19.7,117.4
2024,NBA,Memphis Grizzlies,MEM,FALSE,82,241.2,41.2,86.9,0.474,13.4,35.4,0.378,27.8,51.5,0.541,17,21.8,0.779,10.7,35,45.6,26.6,8.1,6.5,15.1,18.8,112.8
2024,NBA,Miami Heat,MIA,TRUE,82,240.9,40.2,86,0.467,13,36.8,0.353,27.2,49.2,0.553,15,19.2,0.78,9.2,33.5,42.8,26.5,6.6,4.7,13.7,18.9,108.4
2024,NBA,Milwaukee Bucks,MIL,TRUE,82,241.5,43.2,91.9,0.47,12.6,35.3,0.356,30.6,56.6,0.541,17.4,21.5,0.807,10.3,33.7,44,26.5,7.1,4.2,12,19.2,116.4
2024,NBA,Minnesota Timberwolves,MIN,TRUE,82,241.5,39,86.8,0.45,11.4,32.3,0.354,27.6,54.5,0.506,17.1,21.9,0.781,10.3,31.2,41.4,24.5,7.5,4.5,14.2,19.9,106.5
2024,NBA,New Orleans Pelicans,NOP,TRUE,82,240.3,40.5,87.3,0.464,13.5,38.7,0.349,26.9,48.5,0.555,16.2,20.7,0.783,10.1,32.2,42.3,26.8,6.5,5.2,14.2,18.4,110.7
2024,NBA,New York Knicks,NYK,TRUE,82,240.6,40.3,85.7,0.47,12.5,34.3,0.365,27.8,51.4,0.54,15.1,19.8,0.764,10.2,30.4,40.6,25.6,6.7,5.3,13.2,19.1,108.2
2024,NBA,Oklahoma City Thunder,OKC,TRUE,82,241.5,40.6,89.3,0.455,13.4,37.2,0.361,27.2,52.1,0.522,18.1,22.9,0.789,11.8,32.9,44.7,26.9,7.1,5.1,15.7,18.9,112.7
2024,NBA,Orlando Magic,ORL,TRUE,82,241.2,39.8,84,0.474,11.5,32.1,0.358,28.3,51.8,0.546,17.3,22.2,0.78,8.9,30.9,39.9,23.9,8.1,4.6,15,20.9,108.4
2024,NBA,Philadelphia 76ers,PHI,TRUE,82,241.2,40.5,86.6,0.468,11.9,33.7,0.354,28.6,52.8,0.541,18.6,23.5,0.791,11,33.4,44.5,26.1,6.2,6.1,14.6,18.5,111.5
2024,NBA,Phoenix Suns,PHO,TRUE,82,241.2,42,90.6,0.464,13.1,36,0.364,28.9,54.6,0.529,16.1,20.8,0.774,11,30.4,41.3,26.3,8.4,4.5,12.7,19.7,113.2
2024,NBA,Portland Trail Blazers,POR,FALSE,82,242.4,42.5,86.6,0.491,11.7,33.3,0.351,30.8,53.3,0.578,18.7,23.6,0.792,10.6,33.2,43.8,27.1,8.9,6.4,14.3,17.9,115.4
2024,NBA,Sacramento Kings,SAC,FALSE,82,242.1,41.6,86.8,0.48,13.1,33.8,0.387,28.5,52.9,0.539,18.5,23.1,0.8,9.1,33.4,42.5,26.9,7.4,4.5,13.9,18.3,114.8
2024,NBA,San Antonio Spurs,SAS,FALSE,82,241.8,44.9,92.3,0.487,12.7,34,0.373,32.2,58.3,0.553,16,20.5,0.784,10.5,34.8,45.3,28,8.9,4.6,13.4,17.9,118.6
2024,NBA,Toronto Raptors,TOR,FALSE,82,241.5,44.7,91.2,0.491,13.7,36.3,0.376,31.1,54.8,0.567,15.6,19.8,0.789,11.2,34,45.2,28.6,7.3,5.8,13.9,18.1,118.8
2024,NBA,Utah Jazz,UTA,FALSE,82,241.5,44.6,91.6,0.487,14.8,37.4,0.395,29.8,54.1,0.55,16.6,21.6,0.771,11,31.3,42.2,29.8,8.6,6.4,12.3,19.2,120.5
2024,NBA,Washington Wizards,WAS,FALSE,82,240.6,46.1,92.9,0.496,12.3,33.9,0.362,33.8,59,0.573,18.6,24,0.777,12.1,36.8,48.9,29,8,6,14,18,123
2024,NBA,League Average,NA,FALSE,82,241.4,42.2,88.9,0.474,12.8,35.1,0.366,29.3,53.8,0.545,17,21.7,0.784,10.6,33,43.5,26.7,7.5,5.1,13.6,18.7,114.2
2023,NBA,Atlanta Hawks,ATL,TRUE,82,242.1,43.8,90.2,0.486,11.9,33.5,0.356,31.9,56.7,0.562,18.6,23.2,0.803,10.6,33.5,44.1,26,7.5,5,14.2,19.7,118.1
2023,NBA,Boston Celtics,BOS,TRUE,82,243.7,41.8,90.2,0.463,11.6,33.7,0.345,30.1,56.5,0.534,16.2,21.1,0.769,9.7,34.3,44,23.1,6.6,3.9,12.7,19.1,111.4
2023,NBA,Brooklyn Nets,BRK,TRUE,82,240.6,41,88.5,0.463,11.8,32.2,0.367,29.2,56.3,0.518,18.7,24.4,0.767,11.5,33.6,45.1,23.4,7,3.9,13.7,18.5,112.5
2023,NBA,Chicago Bulls,CHI,FALSE,82,242.7,40.7,87.1,0.468,13.2,37.1,0.357,27.5,50,0.55,17.1,22,0.779,9.6,33.7,43.3,26,6.7,4.7,15,18.7,111.8
2023,NBA,Charlotte Hornets,CHO,FALSE,82,241.8,43,90.1,0.477,12.2,34.3,0.357,30.7,55.8,0.55,19,24,0.795,10.9,35.3,46.2,25.9,7,5.7,14.4,20.3,117.2
2023,NBA,Cleveland Cavaliers,CLE,TRUE,82,242.4,39,83.5,0.468,11.3,30.6,0.368,27.8,52.9,0.525,17.5,22.4,0.782,9.8,31.5,41.2,23,7,4.4,15.7,20.4,106.9
2023,NBA,Dallas Mavericks,DAL,FALSE,82,243,41.8,86.2,0.485,11.1,31.7,0.352,30.6,54.5,0.562,19.5,25,0.781,10.1,34.6,44.7,24.9,6.4,3.8,13.1,21.8,114.1
2023,NBA,Denver Nuggets,DEN,TRUE,82,240.9,41.7,87.4,0.478,11.4,33.1,0.344,30.4,54.3,0.559,17.6,22.7,0.775,10.1,30.7,40.8,25.7,7.9,4.2,13.5,19.5,112.5
2023,NBA,Detroit Pistons,DET,FALSE,82,241.5,43.1,88.1,0.489,12,33.3,0.36,31.1,54.8,0.568,20.4,26.2,0.777,11,33.7,44.7,25.8,7.7,5.5,13.5,21,118.5
2023,NBA,Golden State Warriors,GSW,TRUE,82,241.8,42.4,90.5,0.469,12.9,35.5,0.364,29.5,55,0.536,19.4,25.2,0.769,10.7,32.6,43.3,25.7,7.9,4,14.3,18.4,117.1
2023,NBA,Houston Rockets,HOU,FALSE,82,240.9,42.4,88.1,0.482,14.5,38.8,0.374,27.9,49.3,0.567,19.2,24.2,0.794,10.5,31,41.5,26.1,8.8,6.2,13.2,20.6,118.6
2023,NBA,Indiana Pacers,IND,FALSE,82,240.9,43.3,89.3,0.485,12.4,33.3,0.373,30.9,56,0.551,20.5,25.6,0.8,12.1,33.2,45.3,26.4,7.9,5.3,15.1,20.2,119.5
2023,NBA,Los Angeles Clippers,LAC,TRUE,82,241.8,41.8,88.3,0.474,12.2,33.4,0.365,29.6,54.9,0.539,17.2,22.3,0.771,10.2,32.9,43.1,25,7.8,4.2,13,19.6,113.1
2023,NBA,Los Angeles Lakers,LAL,TRUE,82,242.4,44,93.9,0.469,12.5,36.5,0.344,31.5,57.4,0.548,16.1,20.8,0.773,11.1,33.8,44.9,25.7,7.6,5.1,12.6,21.5,116.6
2023,NBA,Memphis Grizzlies,MEM,TRUE,82,241.2,40.7,89.8,0.453,13,36.6,0.355,27.7,53.3,0.521,18.5,23.5,0.787,11,33.4,44.4,26.4,6.8,5.2,15.1,20,113
2023,NBA,Miami Heat,MIA,TRUE,82,241.5,40.1,83.2,0.482,13.1,35.8,0.367,27,47.4,0.569,16.5,21.1,0.781,8.9,33,41.8,25.6,7,3.8,15.7,20,109.8
2023,NBA,Milwaukee Bucks,MIL,TRUE,82,241.8,42.5,93.2,0.456,12.1,34.1,0.354,30.4,59.1,0.514,16.3,21,0.776,10.7,33.5,44.2,23.9,7,3.9,11.8,19,113.3
2023,NBA,Minnesota Timberwolves,MIN,TRUE,82,241.8,41.8,88.7,0.471,12.3,33.3,0.369,29.5,55.5,0.532,19.9,26,0.766,11.3,33.3,44.7,25,8.2,4.1,15.4,20.2,115.8
2023,NBA,New Orleans Pelicans,NOP,FALSE,82,242.1,40.9,86.6,0.472,12.2,36,0.339,28.7,50.6,0.567,18.4,23.6,0.779,9.7,32.1,41.8,24.9,7.3,4.7,15,20.4,112.5
2023,NBA,New York Knicks,NYK,TRUE,82,243.4,40.8,88.2,0.462,13,36.5,0.357,27.7,51.7,0.537,18.5,23.7,0.782,10.1,31.9,42,25.1,6,4.5,12.7,20.7,113.1
2023,NBA,Oklahoma City Thunder,OKC,FALSE,82,242.1,41.9,88.4,0.474,12.9,36,0.358,29,52.4,0.553,19.6,25.5,0.771,12,34.6,46.6,25.9,7,5.5,16.8,20.4,116.4
2023,NBA,Orlando Magic,ORL,FALSE,82,241.2,41.3,86.9,0.476,13,37,0.351,28.4,50,0.567,18.3,23,0.796,9.5,32.5,42,25.9,7.7,5.1,14.7,20.5,114
2023,NBA,Philadelphia 76ers,PHI,TRUE,82,242.4,40.4,85.4,0.473,11.6,33.4,0.348,28.8,52.1,0.553,18.5,23.7,0.781,9.5,31.6,41.2,24.2,6.6,4.6,14.3,19.6,110.9
2023,NBA,Phoenix Suns,PHO,TRUE,82,241.2,40,85.9,0.466,11.4,32,0.357,28.6,53.9,0.53,20.1,25.6,0.786,10.2,32.6,42.9,23.4,7.2,4,14.4,19.9,111.6
2023,NBA,Portland Trail Blazers,POR,FALSE,82,240.6,43,87.5,0.491,12.5,33.1,0.379,30.4,54.4,0.559,19,24.1,0.787,10.5,32.8,43.2,27,7.8,4.3,13.5,20.5,117.4
2023,NBA,Sacramento Kings,SAC,TRUE,82,241.8,43.8,88.9,0.492,12.5,33.4,0.373,31.3,55.5,0.564,18.1,23,0.787,9.7,32.5,42.2,26.7,7.3,4.2,14.2,20.9,118.1
2023,NBA,San Antonio Spurs,SAS,FALSE,82,242.1,46.1,91,0.507,12.6,32.3,0.391,33.5,58.6,0.571,18.2,23.7,0.77,10.7,34.3,45,26.8,8.1,5.3,13.8,18.5,123.1
2023,NBA,Toronto Raptors,TOR,FALSE,82,241.5,40.4,82.3,0.491,12.2,32.6,0.374,28.2,49.7,0.567,18.4,23.1,0.797,9.2,33,42.3,26.2,6,4.6,16.7,19.6,111.4
2023,NBA,Utah Jazz,UTA,FALSE,82,241.5,43.4,91.6,0.473,12.5,34.5,0.361,30.9,57.1,0.54,18.8,24.3,0.776,11.2,32.2,43.5,25,7.8,4.9,12.6,20.5,118
2023,NBA,Washington Wizards,WAS,FALSE,82,240.9,42.5,89.8,0.473,12,32.8,0.366,30.5,57,0.534,17.5,21.9,0.798,10.8,32.3,43,24.8,7.1,5,12.3,19.4,114.4
2023,NBA,League Average,NA,FALSE,82,241.8,42,88.3,0.475,12.3,34.2,0.361,29.6,54.1,0.548,18.4,23.5,0.782,10.4,33,43.4,25.3,7.3,4.7,14.1,20,114.7
2022,NBA,Atlanta Hawks,ATL,TRUE,82,240.3,41.9,89,0.471,12.8,35.2,0.364,29.1,53.7,0.541,15.8,19.9,0.792,10.2,33.6,43.9,25.4,7,4.5,12.8,20.3,112.4
2022,NBA,Boston Celtics,BOS,TRUE,82,242.7,38.3,88.1,0.434,11.8,34.9,0.339,26.4,53.2,0.497,16.1,20.6,0.783,10.5,33.3,43.7,21.6,7.5,4.6,13.8,19.4,104.5
2022,NBA,Brooklyn Nets,BRK,TRUE,82,240.9,40.7,90.2,0.452,12.5,36.3,0.345,28.2,53.9,0.523,18.1,23,0.788,11.3,32.8,44.1,23.8,7.9,4.9,13.3,19.7,112.1
2022,NBA,Chicago Bulls,CHI,TRUE,82,240.6,41.4,87.4,0.474,11.7,32,0.366,29.7,55.5,0.536,17.4,21.9,0.795,9.3,33.9,43.2,25,7.1,5,13.1,18.2,112
2022,NBA,Charlotte Hornets,CHO,FALSE,82,242.4,42,90.1,0.466,14,38.7,0.362,28,51.4,0.544,16.9,22.1,0.763,11.4,35.6,47,26.5,7.5,4.6,15,19.6,114.9
2022,NBA,Cleveland Cavaliers,CLE,FALSE,82,240.6,39.5,87.2,0.452,11.7,33.2,0.353,27.8,54,0.514,15,19.4,0.774,10.5,32.4,42.9,24.1,8.4,4.6,13.4,20,105.7
2022,NBA,Dallas Mavericks,DAL,TRUE,82,240.9,39,85.4,0.457,10.9,32.1,0.34,28.1,53.2,0.527,15.8,20.6,0.767,9.5,34.1,43.6,23.5,7,3.7,13.1,20.1,104.7
2022,NBA,Denver Nuggets,DEN,TRUE,82,241.5,41.1,87.4,0.47,11.8,34.2,0.346,29.2,53.2,0.549,16.5,21.7,0.757,9.7,32.7,42.4,25.4,7.9,4.8,12.8,19.9,110.4
2022,NBA,Detroit Pistons,DET,FALSE,82,241.2,40.6,86,0.473,11.8,32.5,0.362,28.9,53.5,0.54,19.5,25.1,0.777,10.3,35.9,46.3,25.1,7.4,5.2,14.6,19.8,112.5
2022,NBA,Golden State Warriors,GSW,TRUE,82,240.6,37.9,86.6,0.438,12.2,36,0.339,25.7,50.6,0.509,17.4,22.9,0.759,9.7,33,42.6,22.9,7.9,3.9,14.5,18,105.5
2022,NBA,Houston Rockets,HOU,FALSE,82,240.9,43.4,89.9,0.483,12.8,36.2,0.353,30.7,53.8,0.57,18.5,23.7,0.782,11.2,34.5,45.7,25.6,9.5,5.8,14.1,22.1,118.2
2022,NBA,Indiana Pacers,IND,FALSE,82,242.4,42.5,88,0.483,12,32.3,0.372,30.5,55.7,0.547,17.9,22.5,0.797,10.2,33,43.1,25.1,8.1,4.9,13.3,19.2,114.9
2022,NBA,Los Angeles Clippers,LAC,FALSE,82,241.2,40.8,90.6,0.45,11.7,33.9,0.345,29.1,56.7,0.513,15.2,19.6,0.775,12,35.1,47.1,24.1,7.7,4.1,13.6,18.5,108.4
2022,NBA,Los Angeles Lakers,LAL,FALSE,82,243.7,42.6,90.5,0.47,12.6,35.8,0.352,30,54.7,0.548,17.4,23.3,0.747,11,35.6,46.6,26.3,8.3,4.1,14,20.1,115.1
2022,NBA,Memphis Grizzlies,MEM,TRUE,82,241.2,40.3,88.6,0.455,12,34.5,0.349,28.3,54.2,0.522,17.3,22.4,0.771,10,33,43,25,7.2,6,15.1,19.8,109.9
2022,NBA,Miami Heat,MIA,TRUE,82,242.1,37.5,84,0.447,13,38.3,0.339,24.6,45.7,0.537,17.5,22.5,0.779,9.5,32.1,41.7,23.3,7.4,4,15,20.6,105.6
2022,NBA,Milwaukee Bucks,MIL,TRUE,82,240.9,41.4,90.6,0.456,14.5,40.6,0.356,26.9,50,0.537,15,19.9,0.751,9.9,34.2,44.1,25.9,7.4,4.4,13,19.7,112.1
2022,NBA,Minnesota Timberwolves,MIN,TRUE,82,241.2,40.2,87.4,0.46,13.1,37.3,0.35,27.2,50,0.543,19.8,25.4,0.78,11,34.9,45.9,26.2,7.2,4.8,16.3,20.9,113.3
2022,NBA,New Orleans Pelicans,NOP,TRUE,82,240.9,40.3,85.5,0.471,13,35.5,0.365,27.3,50,0.546,16.8,21.4,0.786,9.3,32.5,41.8,24.9,7.4,4.8,14.2,20.5,110.3
2022,NBA,New York Knicks,NYK,FALSE,82,241.2,38.5,86,0.447,12.7,37,0.342,25.8,49,0.527,17,22.3,0.764,9.3,34.3,43.6,24.2,7,4.6,12.7,20.4,106.6
2022,NBA,Oklahoma City Thunder,OKC,FALSE,82,241.5,41.4,90.5,0.458,13.6,38.7,0.353,27.8,51.8,0.536,15.3,19.9,0.771,11,37.3,48.4,26.1,8.5,6,13.2,17.8,111.8
2022,NBA,Orlando Magic,ORL,FALSE,82,241.2,40.8,89,0.458,13.2,36.3,0.363,27.6,52.7,0.524,17.4,22.6,0.772,10.4,36.8,47.1,24.8,8,5.2,13.2,18.3,112.2
2022,NBA,Philadelphia 76ers,PHI,TRUE,82,241.5,39.7,86.5,0.458,11.4,32.8,0.346,28.3,53.7,0.527,16.6,21.6,0.769,10.2,34,44.2,23.6,6.6,4.6,13.3,19.4,107.3
2022,NBA,Phoenix Suns,PHO,TRUE,82,240.6,39.2,88.3,0.444,11.6,34.2,0.34,27.6,54.1,0.51,17.3,22.7,0.761,10.5,33.9,44.5,22.9,7.5,4,14.7,18.9,107.3
2022,NBA,Portland Trail Blazers,POR,FALSE,82,240.6,41.1,85.9,0.479,13.8,37.1,0.371,27.4,48.8,0.561,19.1,24.6,0.777,9.8,35,44.7,26.6,8.2,5,14,19.4,115.1
2022,NBA,Sacramento Kings,SAC,FALSE,82,241.5,43.4,90.6,0.479,13,34.9,0.372,30.4,55.7,0.547,15.9,20.5,0.776,10.6,35.3,45.8,25.3,8.1,4.8,13.5,20.3,115.8
2022,NBA,San Antonio Spurs,SAS,FALSE,82,241.5,42.5,91.2,0.466,12.1,33.6,0.36,30.4,57.5,0.528,16,20.9,0.767,11.4,35.4,46.8,24,7.3,4.9,13.8,18.9,113
2022,NBA,Toronto Raptors,TOR,TRUE,82,242.1,39,84.4,0.462,12.4,34.9,0.354,26.6,49.5,0.538,16.8,21.2,0.789,10.3,33.7,44,25.3,6.7,5.1,15.8,19.1,107.1
